t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,449.33500000000004,481.53900000000004,0.9550348837209302,0.8801418604651162,0.05620639534883731,0.14982267441860478,0.9262179069767443,0.7446023255813953,1.0,1.0,0.711121195429962
1,453.075,473.17255000000006,0.9463372093023256,0.8995987209302324,0.06707848837209299,0.12550159883720946,0.7600402325581397,0.7716488372093022,1.0,1.0,0.7302400071660355
2,452.0,471.04200000000003,0.9488372093023256,0.9045534883720929,0.06395348837209303,0.11930813953488381,0.7150667441860467,0.7649023255813954,1.0,1.0,0.72576778799351
3,448.0,474.44875,0.958139534883721,0.8966308139534883,0.05232558139534884,0.12921148255813958,0.7450774418604652,0.7788558139534884,0.65,1.0,0.4850641557598702
4,462.4255,469.4171,0.9245918604651163,0.9083323255813953,0.09426017441860465,0.11458459302325583,0.6302141860465115,0.7779069767441861,1.0,1.0,0.719246458896701
5,472.4255,463.3871000000001,0.9013360465116279,0.9223555813953487,0.12332994186046511,0.09705552325581421,0.5221565116279072,0.7969860465116279,1.0,1.0,0.718352252287723
6,484.04200000000003,466.03845,0.8743209302325581,0.9161896511627907,0.1570988372093024,0.10476293604651166,0.5672118604651164,0.8071860465116281,0.6,1.0,0.42344379303407254
7,482.4995,463.3735,0.8779081395348837,0.9223872093023257,0.15261482558139539,0.09701598837209296,0.494950465116279,0.8412279069767442,1.0,1.0,0.7385208267387777
8,475.8095,455.21185,0.8934662790697674,0.9413677906976744,0.13316715116279074,0.07329026162790706,0.4332393023255816,0.8302325581395349,1.0,1.0,0.7417847944835045
9,487.179,458.8289,0.8670255813953489,0.932956046511628,0.1662180232558139,0.08380494186046504,0.48440186046511613,0.8532744186046513,0.55,1.0,0.4068959118842619
10,480.847,454.7375,0.8817511627906978,0.9424709302325581,0.14781104651162785,0.07191133720930236,0.42641511627906975,0.8323441860465117,1.0,1.0,0.7339204538885886
11,472.396,448.49625000000003,0.9014046511627907,0.956985465116279,0.12324418604651168,0.05376816860465126,0.38540627906976754,0.8441860465116279,1.0,1.0,0.7609532287723093
12,470.466,452.40199999999993,0.9058930232558139,0.9479023255813955,0.11763372093023258,0.06512209302325561,0.45350116279069774,0.8972302325581396,0.6,1.0,0.487676764757166
13,475.5955,450.60870000000006,0.8939639534883721,0.9520727906976743,0.13254505813953493,0.05990901162790714,0.4049772093023257,0.8782395348837209,1.0,1.0,0.7851144867144402
14,469.0295,445.40070000000003,0.9092337209302326,0.9641844186046511,0.11345784883720926,0.04476947674418613,0.357516511627907,0.8735116279069768,1.0,1.0,0.7942262277176853
