t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,89.85249999999999,95.12925000000001,0.967212643678161,0.9065603448275861,-0.07286079182630886,-0.2076436781609199,0.5887712643678162,0.9443563218390804,1.0,1.0,0.9133933746201611
1,89.7125,92.60759999999999,0.9688218390804597,0.935544827586207,-0.06928480204342288,-0.14323371647509556,0.4577885057471265,0.9354827586206897,1.0,1.0,0.9063161266349584
2,89.095,90.8246,0.975919540229885,0.95603908045977,-0.053512132822477625,-0.09769093231162207,0.3623862068965518,0.9497011494252875,1.0,1.0,0.9268319091029199
3,87.42500000000001,88.47374999999998,0.9951149425287354,0.9830603448275864,-0.010855683269476663,-0.03764367816091906,0.27398160919540243,0.9847528735632184,0.8500000000000001,1.0,0.8329509543037389
4,86.6555,86.95130000000002,0.9960402298850575,0.9994402298850577,0.00879948914431664,0.0012439335887607262,0.1934367816091955,0.9941436781609195,1.0,1.0,0.9902070977341789
5,85.937,86.04185,0.9877816091954023,0.9889867816091954,0.02715197956577273,0.024473818646232527,0.1711747126436782,0.9921839080459771,1.0,1.0,0.9800610173074383
6,83.666,84.19985,0.9616781609195402,0.967814367816092,0.08515964240102179,0.07152362707535127,0.15003793103448285,0.9826666666666668,0.8500000000000001,1.0,0.8032577118773947
7,83.23949999999999,83.75175,0.9567758620689655,0.9626637931034483,0.09605363984674349,0.08296934865900381,0.13506551724137925,0.9875459770114943,1.0,1.0,0.9448601534879112
8,82.7495,83.39335,0.9511436781609195,0.9585442528735632,0.10856960408684553,0.0921238825031929,0.13885862068965527,0.9986436781609194,1.0,1.0,0.9498536212181263
9,81.077,81.85655,0.931919540229885,0.9408798850574712,0.15128991060025548,0.13137803320561944,0.176767816091954,0.9753390804597701,0.75,1.0,0.6817031605727308
10,81.005,81.97489999999999,0.9310919540229885,0.9422402298850574,0.15312899106002567,0.12835504469987252,0.1452632183908046,0.9765287356321839,1.0,1.0,0.9092380486193684
11,81.268,82.13665,0.9341149425287356,0.9440994252873564,0.1464112388250319,0.12422349936143032,0.1568551724137931,0.9939080459770114,1.0,1.0,0.928424357246664
12,80.86449999999999,81.45375,0.9294770114942528,0.93625,0.15671775223499382,0.1416666666666667,0.1648735632183909,0.9601494252873561,0.8500000000000001,1.0,0.7585712956434137
13,80.60499999999999,81.5754,0.9264942528735631,0.937648275862069,0.16334610472541533,0.13855938697318004,0.15790459770114948,0.9744080459770116,1.0,1.0,0.9027834545514599
14,81.207,81.83075,0.9334137931034482,0.9405833333333333,0.147969348659004,0.13203703703703717,0.1407482758620689,0.9801494252873565,1.0,1.0,0.9148849928656362
