t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,547.0005,581.07285,0.9316396484375,0.86509208984375,0.11393391927083328,0.22484651692708335,0.568324609375,0.983943359375,1.0,1.0,0.9166806454105377
1,547.1075000000001,572.3831,0.9314306640624999,0.8820642578125,0.11428222656250021,0.19655957031250001,0.47658007812500025,0.9527050781249999,1.0,1.0,0.8873787235736845
2,544.2065,560.5187000000001,0.9370966796875,0.9052369140624998,0.1048388671875,0.15793847656250024,0.3543183593750002,0.9725957031250001,1.0,1.0,0.911416204076767
3,550.485,553.6606499999999,0.924833984375,0.9186315429687502,0.12527669270833336,0.13561409505208305,0.3537957031250002,0.9907265624999999,1.0,1.0,0.9162575942230223
4,548.4449999999999,545.7014000000001,0.9288183593750001,0.9341769531249997,0.11863606770833311,0.10970507812500047,0.3292173828124999,0.9713632812500002,1.0,1.0,0.902220049247742
5,544.925,538.98795,0.9356933593750001,0.9472891601562501,0.10717773437499983,0.08785139973958317,0.2969806640625,0.9686777343749999,1.0,1.0,0.9063853234291077
6,540.5060000000001,531.6974000000001,0.9443242187499998,0.9615285156249997,0.09279296875000026,0.06411914062500042,0.24543769531250026,0.9504062500000001,1.0,1.0,0.8974916395263671
7,533.386,525.8101999999999,0.9582304687500001,0.9730269531250002,0.06961588541666655,0.04495507812499965,0.24571757812500017,0.970984375,1.0,1.0,0.9304268128051758
8,526.408,519.13635,0.971859375,0.98606181640625,0.04690104166666671,0.023230305989583307,0.22633242187500002,0.96202734375,1.0,1.0,0.9349552930297851
9,521.7355,514.7579,0.9809853515625,0.9946134765625001,0.03169108072916667,0.008977539062499835,0.1837720703125001,0.9821425781249999,1.0,1.0,0.9634674822864532
10,522.491,511.39594999999997,0.979509765625,0.9988202148437499,0.03415039062499995,-0.001966308593750095,0.16657480468749997,0.982421875,1.0,1.0,0.962291820526123
11,520.0,509.26480000000004,0.984375,0.9946578125000001,0.026041666666666664,-0.008903645833333213,0.15658593750000005,0.998046875,1.0,1.0,0.982452392578125
12,517.5,507.5630500000001,0.9892578125,0.9913340820312502,0.017903645833333332,-0.014443196614583041,0.15811230468750026,0.996662109375,1.0,1.0,0.9859557781219482
13,516.1665,506.73645,0.9918623046874999,0.98971962890625,0.013562825520833467,-0.017133951822916695,0.16197714843749988,0.99069140625,1.0,1.0,0.9826294614372252
14,514.0295,503.46355000000005,0.9960361328125,0.9833272460937501,0.0066064453124999485,-0.02778792317708315,0.15284023437499994,0.980236328125,1.0,1.0,0.9763508015079498
