t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,547.0005,579.1318,0.9316396484375,0.868883203125,0.11393391927083328,0.21852799479166662,0.5473992187500001,0.983943359375,1.0,1.0,0.9166806454105377
1,555.765,568.98665,0.914521484375,0.8886979492187499,0.14246419270833327,0.18550341796875014,0.44509921875,0.9869296875,1.0,1.0,0.9025684027862549
2,540.1510000000001,558.0237,0.9450175781249999,0.9101099609375001,0.09163736979166687,0.14981673177083318,0.3355101562499999,0.9767187500000001,1.0,1.0,0.9230163876342773
3,558.2135000000001,563.9265,0.9097392578124999,0.8985810546874999,0.1504345703125002,0.16903157552083342,0.39659257812500015,0.942533203125,0.6,1.0,0.5144756740047454
4,551.9549999999999,551.3412500000001,0.9219628906250001,0.9231616210937499,0.1300618489583331,0.12806396484375018,0.3269847656250001,0.996703125,1.0,1.0,0.9189232942199709
5,546.28,543.3168499999999,0.933046875,0.9388342773437501,0.11158854166666655,0.10194287109374976,0.3156748046875001,0.9664843750000001,1.0,1.0,0.9017752258300782
6,552.3155,548.18235,0.9212587890624999,0.9293313476562499,0.13123535156250013,0.11778108723958346,0.32506191406250007,0.9274746093749999,0.6000000000000001,1.0,0.5126664813114167
7,549.708,539.7356000000001,0.9263515625000001,0.9458289062499998,0.12274739583333322,0.09028515625000028,0.279323046875,0.95018359375,1.0,1.0,0.8802040567321778
8,555.752,594.9525712351285,0.9145468750000001,0.8379832593063896,0.14242187499999984,0.27002790115601727,0.26543554687500004,0.9937421874999999,1.0,1.0,0.908823812133789
9,551.8299999999999,588.3860499999998,0.9222070312500001,0.8508084960937503,0.1296549479166664,0.24865250651041612,0.3153849609375001,0.94148046875,0.6499999999999999,1.0,0.5643559402427674
10,555.6395,565.6524000000001,0.9147666015625,0.8952101562499999,0.14205566406249998,0.1746497395833335,0.3503341796875,0.9781992187499999,1.0,1.0,0.8948239749870299
11,550.4200000000001,548.9449999999999,0.9249609374999999,0.9278417968750001,0.12506510416666689,0.12026367187499977,0.3993587890625001,0.9876328125,1.0,1.0,0.9135217721557616
12,555.711,551.4028,0.914626953125,0.9230414062500001,0.14228841145833335,0.1282643229166665,0.3349105468750001,0.92865234375,0.6000000000000001,1.0,0.5096222782058717
13,555.2215,545.6365,0.9155830078125,0.9343037109375001,0.14069498697916663,0.1094938151041665,0.3336933593749999,0.9838652343750001,1.0,1.0,0.9008102905712129
14,550.409,534.6598000000001,0.924982421875,0.9557425781249997,0.12502929687499995,0.07376236979166709,0.25994511718750013,0.9908085937500002,1.0,1.0,0.9164805326614381
