t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,92.5,100.4237,0.9367816091954023,0.8457045977011495,-0.140485312899106,-0.3428786717752234,0.7502597701149428,0.9425287356321839,1.0,1.0,0.8829435856784251
1,93.9905,96.46475000000001,0.9196494252873564,0.8912097701149424,-0.17855683269476366,-0.24175606641123906,0.5413908045977013,0.9887241379310345,1.0,1.0,0.9092795852160128
2,94.509,93.51005,0.9136896551724139,0.9251718390804597,-0.1918007662835249,-0.1662848020434229,0.3963333333333334,0.9926896551724139,1.0,1.0,0.9070102687277053
3,93.517,91.20255,0.9250919540229885,0.9516948275862068,-0.16646232439335878,-0.10734482758620696,0.3411517241379312,0.9746666666666668,1.0,1.0,0.9016562911877396
4,90.256,88.5789,0.9625747126436781,0.981851724137931,-0.08316730523627076,-0.04032950191570893,0.2765402298850578,0.985816091954023,1.0,1.0,0.9489216414321574
5,87.832,87.02465,0.9904367816091955,0.9997166666666667,-0.021251596424010054,-0.000629629629629478,0.23091609195402307,0.9688275862068966,1.0,1.0,0.959562476416964
6,86.46950000000001,85.2043,0.9939022988505748,0.9793597701149426,0.013550446998722588,0.045867177522349846,0.21704942528735638,0.9987816091954023,1.0,1.0,0.9926913374289867
7,86.201,84.41470000000001,0.9908160919540229,0.9702839080459771,0.02040868454661575,0.0660357598978286,0.1951701149425287,0.984735632183908,1.0,1.0,0.9756919106883338
8,85.7115,83.51725000000002,0.9851896551724137,0.959968390804598,0.032911877394636,0.08895913154533798,0.17342758620689672,0.9657701149425287,1.0,1.0,0.9514667265160522
9,85.18549999999999,82.78765,0.9791436781609194,0.9515821839080459,0.04634738186462349,0.10759514687100896,0.15574597701149417,0.9670000000000001,1.0,1.0,0.9468319367816092
10,84.576,82.5656,0.9721379310344826,0.9490298850574713,0.06191570881226071,0.11326692209450821,0.15265747126436796,0.9601264367816091,1.0,1.0,0.9333753277843835
11,83.59049999999999,81.84899999999999,0.9608103448275861,0.9407931034482757,0.08708812260536421,0.1315708812260539,0.1658609195402299,0.9519655172413793,1.0,1.0,0.914658316884661
12,82.825,81.87985,0.9520114942528736,0.9411477011494254,0.10664112388250313,0.13078288633461035,0.16097011494252877,0.9634367816091954,1.0,1.0,0.9172028900779495
13,82.3035,81.4637,0.9460172413793103,0.936364367816092,0.1199616858237548,0.14141251596424004,0.17149655172413786,0.9689540229885059,1.0,1.0,0.9166472118509711
14,81.62100000000001,81.24825,0.9381724137931036,0.9338879310344828,0.13739463601532545,0.14691570881226057,0.15404712643678167,0.9679770114942529,1.0,1.0,0.908129329369798
