t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,90.7565,96.72234999999999,0.9568218390804597,0.8882488505747127,-0.09595146871008947,-0.24833588761174946,0.9631241379310345,0.7298850574712643,1.0,1.0,0.6983699630070022
1,91.5985,94.52140000000001,0.9471436781609195,0.9135471264367815,-0.1174584929757344,-0.19211749680715234,0.7794356321839081,0.7526206896551724,1.0,1.0,0.7128399282600079
2,91.206,91.7665,0.951655172413793,0.9452126436781609,-0.10743295019157097,-0.12174968071519779,0.5623252873563219,0.7757816091954023,1.0,1.0,0.7382765810543004
3,87.342,87.86955,0.9960689655172414,0.990005172413793,-0.008735632183908014,-0.022210727969348757,0.4794689655172413,0.8469540229885058,0.8500000000000001,1.0,0.717080924891003
4,86.0455,86.15735000000001,0.989028735632184,0.9903143678160921,0.024380587484035657,0.021523627075351007,0.4496781609195402,0.9159655172413792,1.0,1.0,0.9059162173999207
5,85.13050000000001,84.63870000000001,0.9785114942528736,0.9728586206896553,0.047752234993614,0.06031417624521036,0.3838080459770115,0.9746781609195402,1.0,1.0,0.9537337836570221
6,82.172,82.17749999999998,0.9445057471264368,0.9445689655172411,0.12332056194125168,0.123180076628353,0.40855977011494243,0.974919540229885,0.8500000000000001,1.0,0.7826945424230414
7,82.408,81.5258,0.9472183908045977,0.9370781609195402,0.11729246487867175,0.13982630906768828,0.3885735632183909,0.948551724137931,1.0,1.0,0.8984856377328576
8,82.37,80.87319999999998,0.9467816091954023,0.9295770114942526,0.11826309067688368,0.15649553001277183,0.38907816091954023,0.9740804597701148,1.0,1.0,0.9222414651869467
9,79.083,79.0235,0.909,0.908316091954023,0.20222222222222228,0.20374201787994897,0.406596551724138,0.9484367816091953,0.8,1.0,0.689703227586207
10,78.926,78.7726,0.9071954022988507,0.9054321839080459,0.20623243933588756,0.21015070242656458,0.3455390804597702,0.9825632183908046,1.0,1.0,0.8913768341920995
11,79.20750000000001,79.23630000000001,0.9104310344827587,0.9107620689655174,0.19904214559386949,0.19830651340996133,0.3503827586206896,0.9949080459770115,1.0,1.0,0.9057951615140707
12,77.994,77.68445,0.8964827586206896,0.8929247126436781,0.23003831417624523,0.2379450830140486,0.3492655172413793,0.9339310344827588,0.8500000000000001,1.0,0.7116651096313914
13,76.4865,77.8112,0.8791551724137932,0.8943816091954023,0.2685440613026818,0.23470753512132825,0.35055977011494255,0.9992988505747128,1.0,1.0,0.8785387532699169
14,77.4105,78.2654,0.8897758620689655,0.8996022988505747,0.24494252873563221,0.22310600255427843,0.3513022988505745,0.9804597701149426,1.0,1.0,0.8723894371779628
