t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,39.0,40.9216,0.9166666666666666,0.863288888888889,0.07575757575757577,0.12428282828282824,0.5656416666666667,0.9233055555555555,1.0,1.0,0.8463634259259258
1,38.6,40.033649999999994,0.9277777777777777,0.8879541666666668,0.0656565656565657,0.10185984848484836,0.434036111111111,0.9388888888888889,1.0,1.0,0.8710802469135802
2,38.75,39.50965000000001,0.9236111111111112,0.902509722222222,0.06944444444444445,0.08862752525252546,0.32628888888888874,0.986111111111111,1.0,1.0,0.9107831790123456
3,38.95,39.839549999999996,0.9180555555555555,0.8933458333333335,0.07449494949494957,0.09695833333333323,0.32458888888888915,0.9805555555555557,0.7,1.0,0.6301431327160495
4,39.05,39.55435,0.9152777777777779,0.9012680555555556,0.07702020202020196,0.08975631313131313,0.29818055555555545,0.9722222222222222,1.0,1.0,0.8898533950617284
5,38.75,38.9557,0.9236111111111112,0.9178972222222223,0.06944444444444445,0.07463888888888891,0.26932777777777794,0.986111111111111,1.0,1.0,0.9107831790123456
6,39.25,39.17784999999999,0.9097222222222222,0.9117263888888891,0.08207070707070709,0.0802487373737372,0.2928305555555555,0.9432222222222223,0.7,1.0,0.6006491512345679
7,38.8,38.88425,0.9222222222222223,0.9198819444444444,0.07070707070707065,0.07283459595959602,0.2506138888888889,0.9472222222222223,1.0,1.0,0.8735493827160495
8,38.36,38.1618,0.9344444444444444,0.9399500000000001,0.05959595959595959,0.054590909090909086,0.2232583333333334,0.9586388888888888,1.0,1.0,0.8957947839506172
9,38.3655,38.24215,0.9342916666666667,0.9377180555555555,0.059734848484848425,0.05661994949494956,0.1656111111111112,0.9340555555555555,0.75,1.0,0.6545102413194445
10,38.152,37.85355,0.9402222222222222,0.9485125000000001,0.054343434343434374,0.04680681818181815,0.1963500000000001,0.9590000000000001,1.0,1.0,0.9016731111111111
11,38.0445,37.53789999999999,0.9432083333333333,0.9572805555555557,0.05162878787878787,0.038835858585858425,0.16908333333333342,0.9578055555555557,1.0,1.0,0.9034101817129631
12,38.158,37.73185,0.9400555555555555,0.9518930555555555,0.054494949494949534,0.0437335858585859,0.17457222222222235,0.9506944444444445,0.75,1.0,0.6702791956018519
13,37.55,37.5972,0.9569444444444445,0.9556333333333333,0.039141414141414074,0.04033333333333336,0.16425000000000012,0.9560277777777778,1.0,1.0,0.9148654706790125
14,37.711,37.12525000000001,0.9524722222222223,0.9687430555555553,0.04320707070707067,0.028415404040404255,0.1615888888888891,0.9819166666666665,1.0,1.0,0.935248349537037
