t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,469.189,500.47394999999995,0.9088627906976744,0.8361070930232559,0.11392151162790704,0.20486613372093007,0.7425995348837208,0.9208116279069767,1.0,1.0,0.8368914258464034
1,460.36800000000005,485.0946,0.9293767441860464,0.871873023255814,0.08827906976744201,0.1601587209302326,0.5920923255813955,0.9872046511627907,1.0,1.0,0.9174850445429961
2,453.39599999999996,471.799,0.9455906976744187,0.902793023255814,0.06801162790697662,0.12150872093023249,0.47097325581395355,0.9930930232558141,1.0,1.0,0.9390595247160629
3,465.6205,474.0240999999999,0.9171616279069768,0.8976183720930234,0.10354796511627905,0.1279770348837207,0.5037327906976745,0.9967000000000001,0.7,1.0,0.6398944961744186
4,463.45550000000003,464.7046,0.922196511627907,0.9192916279069767,0.09725436046511636,0.10088546511627915,0.4725572093023258,0.9383302325581396,1.0,1.0,0.865324867220119
5,460.2095,456.1286500000001,0.9297453488372094,0.9392356976744184,0.08781831395348835,0.07595537790697705,0.4027834883720932,0.945160465116279,1.0,1.0,0.8787585463466739
6,464.555,456.68230000000005,0.919639534883721,0.9379481395348837,0.10045058139534886,0.0775648255813955,0.3707579069767441,0.9625348837209302,0.75,1.0,0.6638888495808545
7,460.493,450.25370000000004,0.929086046511628,0.9528983720930232,0.0886424418604651,0.05887703488372104,0.28282720930232585,0.9398813953488372,1.0,1.0,0.8732306897944835
8,455.937,442.63410000000005,0.9396813953488372,0.9706183720930232,0.07539825581395353,0.03672703488372107,0.26702209302325597,0.9484511627906977,1.0,1.0,0.89124191207139
9,458.5725,446.22685,0.9335523255813953,0.9622631395348837,0.08305959302325579,0.04717107558139539,0.2566316279069771,0.9351651162790697,0.8500000000000001,1.0,0.7420717337391833
10,454.842,440.9217,0.9422279069767442,0.9746006976744186,0.07221511627906972,0.031749127906976704,0.2928493023255816,0.947353488372093,1.0,1.0,0.8926228945159546
11,448.4875,437.8509,0.9570058139534884,0.9817420930232558,0.05374273255813957,0.022822383720930303,0.2540520930232559,0.9700000000000001,1.0,1.0,0.9282956395348838
12,445.2925,440.7637500000001,0.9644360465116278,0.9749680232558138,0.04445494186046517,0.03128997093023277,0.2451737209302329,0.9346069767441859,0.8,1.0,0.7210949261546781
13,448.18899999999996,439.1144499999999,0.9577000000000001,0.978803604651163,0.052874999999999894,0.026495494186046277,0.22852534883720954,0.9517976744186046,1.0,1.0,0.9115366327906977
14,446.52,433.2102,0.9615813953488372,0.9925344186046512,0.04802325581395343,0.009331976744186007,0.22007255813953497,0.9743558139534884,1.0,1.0,0.9369224231476474
