t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,525.2675,552.5332500000001,0.9740869140624999,0.9208334960937499,0.043188476562500126,0.13194417317708354,0.4710416015625002,0.9641318359374997,1.0,1.0,0.9391482048177716
1,525.858,543.3040500000001,0.9729335937500001,0.9388592773437499,0.045110677083333155,0.10190120442708356,0.3927748046874999,0.942072265625,1.0,1.0,0.916573754966736
2,524.861,534.077,0.974880859375,0.956880859375,0.04186523437499996,0.07186523437499999,0.3466253906250001,0.9525859374999999,1.0,1.0,0.9286577973785399
3,519.8,527.2093,0.9847656250000001,0.9702943359375,0.025390624999999847,0.04950944010416661,0.3078705078124999,0.9619833984375,1.0,1.0,0.9473281826019289
4,515.8125,521.4401,0.9925537109375,0.9815623046874999,0.012410481770833332,0.030729492187500092,0.22773242187499998,0.9816728515625,1.0,1.0,0.9743630317449569
5,513.875,516.3346,0.996337890625,0.991533984375,0.006103515624999999,0.014110026041666739,0.1976468750000001,0.999783203125,1.0,1.0,0.9961218876838684
6,511.23,514.8447,0.99849609375,0.9944439453125,-0.002506510416666607,0.009260091145833297,0.16127910156250003,0.9947900390625,1.0,1.0,0.9932939681053161
7,512.2545,512.5106000000001,0.9995029296875,0.9990027343749999,0.0008284505208333569,0.00166210937500022,0.1332458984375,0.9914619140625001,1.0,1.0,0.9909690877790451
8,513.069,511.72135,0.9979121093750001,0.99945576171875,0.0034798177083332025,-0.0009070638020834223,0.13846874999999992,0.9884726562499999,1.0,1.0,0.9864088334579467
9,508.435,508.6454,0.993037109375,0.993448046875,-0.011604817708333324,-0.010919921875000014,0.15633007812500022,0.9941611328125001,1.0,1.0,0.9872388975811005
10,506.6095,509.56020000000007,0.9894716796875,0.9952347656250001,-0.017547200520833247,-0.007942057291666452,0.14603476562500006,0.9969130859374999,1.0,1.0,0.9864172656450272
11,506.2945,509.81455000000005,0.9888564453125,0.9957315429687501,-0.01857259114583324,-0.007114095052083157,0.13599687500000002,0.998341796875,1.0,1.0,0.9872167204647065
12,507.6295,507.83539999999994,0.9914638671875,0.9918660156249999,-0.014226888020833307,-0.013556640625000206,0.14058984374999994,0.9949208984375,1.0,1.0,0.9864281215105056
13,507.68000000000006,508.49595,0.9915625000000001,0.99315615234375,-0.01406249999999979,-0.011406412760416686,0.13788242187499988,0.990490234375,1.0,1.0,0.982132973022461
14,507.0895,508.20945,0.9904091796875,0.99259658203125,-0.015984700520833374,-0.012339029947916653,0.14837402343750017,0.9959755859375,1.0,1.0,0.9864233630571365
