t,consensus,consensus_mean,accuracy,accuracy_mean,manip_drift,manip_drift_mean,divergence,fairness,measured_autonomy,verified_integrity,gECS
0,89.85249999999999,94.99105,0.967212643678161,0.9081488505747126,-0.07286079182630886,-0.2041136653895275,0.5882448275862069,0.9443563218390804,1.0,1.0,0.9133933746201611
1,89.811,92.65195000000001,0.9676896551724137,0.9350350574712643,-0.07180076628352508,-0.1443665389527462,0.4519505747126438,0.9338563218390804,1.0,1.0,0.9036831020610383
2,89.146,90.92745,0.9753333333333333,0.9548568965517242,-0.05481481481481484,-0.10031800766283508,0.37673908045977,0.9502126436781609,1.0,1.0,0.9267740651340995
3,88.6795,89.3618,0.9806954022988505,0.9728528735632184,-0.042899106002554394,-0.06032694763729253,0.2714977011494253,0.9692413793103448,1.0,1.0,0.9505305644074514
4,87.7105,87.9548,0.9918333333333333,0.9890252873563218,-0.01814814814814805,-0.024388250319284953,0.22329080459770095,0.999919540229885,1.0,1.0,0.991753530651341
5,86.8115,87.0103,0.9978333333333332,0.9998816091954023,0.004814814814814937,-0.00026309067688380243,0.17862758620689653,0.9974540229885058,1.0,1.0,0.9952928726053639
6,86.3895,86.0706,0.9929827586206896,0.9893172413793103,0.015593869731800814,0.023739463601532597,0.1420873563218392,0.9915574712643679,1.0,1.0,0.9845994731470472
7,85.3895,85.60439999999998,0.9814885057471264,0.983958620689655,0.041136653895274634,0.03564750957854447,0.14933103448275858,0.9845689655172414,1.0,1.0,0.9663431227705113
8,84.862,85.0678,0.9754252873563218,0.9777908045977012,0.05461047254150716,0.04935376756066397,0.14988965517241368,0.9907356321839078,1.0,1.0,0.9663885887171354
9,84.72,84.52295000000001,0.9737931034482759,0.9715281609195403,0.058237547892720336,0.0632707535121326,0.1275471264367817,0.9984137931034482,1.0,1.0,0.9722484661117716
10,84.0575,84.41335,0.9661781609195403,0.9702683908045976,0.0751596424010216,0.0660702426564497,0.15362413793103455,0.995712643678161,1.0,1.0,0.9620358108732993
11,84.33449999999999,84.4684,0.9693620689655171,0.9709011494252874,0.06808429118773969,0.06466411238825026,0.1343367816091955,0.9812068965517242,1.0,1.0,0.9511447473246135
12,84.1055,84.22605000000001,0.9667298850574714,0.9681155172413795,0.07393358876117481,0.07085440613026782,0.1546896551724138,0.9849885057471264,1.0,1.0,0.95221782494385
13,83.601,84.26785,0.9609310344827586,0.9685959770114942,0.08681992337164754,0.0697867177522351,0.13804597701149432,0.9870919540229884,1.0,1.0,0.9485272925089179
14,82.4695,83.40060000000001,0.9479252873563218,0.9586275862068967,0.11572158365261823,0.09193869731800737,0.18502183908045966,0.975442528735632,1.0,1.0,0.9246466393513011
